Post Title,Time Posted,Post Link,Image URL,Description,Classification,Quotes 1,Quotes 2,Quotes 3,Quotes 4,Quotes 5,Quotes 6,Quotes 7,Quotes 8,Quotes 9,Quotes 10,Quotes 11,Quotes 12,Quotes 13
"VERA FILES FACT CHECK: NO Marcos order to fire, imprison or exile Robin Padilla",2023-10-05T05:20:15+00:00,https://verafiles.org/articles/vera-files-fact-check-no-marcos-order-to-fire-imprison-or-exile-robin-padilla,https://verafiles.org/wp-content/uploads/2023/10/092523-FALSE-Robin-fired_WEB_TAG_2.jpg,"Multiple YouTube videos are claiming that President Ferdinand Marcos Jr. had ordered that Sen. Robin Padilla be removed from the Senate, jailed or banished from the country. There were no such orders from Marcos.",FALSE,“BUMALIKTAD SA CHINA! PBBM SINIBAK SI ROBIN! PABOR LUMUSOB AMERICA! PH NAVY SINUPALPAL SI PADILLA (Flips on China! President Bongbong Marcos fires Robin. In favor of America’s attack. The Philippine Navy shoots down Padilla)!” ,“CHINA TATLONG ARAW NA GYERA! PBBM PAYAG TUMULONG AMERICA! TINANGGAL SI ROBIN! SINUPALPAL NG SENADO (Three days of war with China! PBBM in favor of America’s help. Kicks out Robin! Shot down by the Senate)!” ,“BUMALIKTAD SA CHINA! PBBM KULONG ANG HATUL! TUDAS SI PADILLA! SIBAK NASA PWESTO! KAKAPASOK LANG (Flips on China! PBBM’s verdict is imprisonment! Padilla is finished! Kicked out from his post! Just in)!” ,,,,,,,,,,
VERA FILES FACT CHECK: China NOT part of ASEAN,2023-10-05T04:55:53+00:00,https://verafiles.org/articles/vera-files-fact-check-china-not-part-of-asean,https://verafiles.org/wp-content/uploads/2023/10/100423-FALSE-China-booted-out-of-ASEAN_SHORTIE-FIL-REV1-1.jpg,"Contrary to a YouTube video’s claim, China was not kicked out of ASEAN because it is not a member state.",FALSE,“CHINA TINANGGAL NA SA ASEAN! GRABE KUMAMPE LAHAT KAY PBBM! CHINA NAPAHIYA SOBRA! BUO MUNDO NAGULAT (China removed from ASEAN! Everyone went in favor of PBBM! China was really humiliated! The entire world was surprised).”,,,,,,,,,,,,
"VERA FILES FACT CHECK: Padilla did NOT call Marcos ‘stupid, useless’",2023-10-05T04:16:46+00:00,https://verafiles.org/articles/vera-files-fact-check-padilla-did-not-call-marcos-stupid-useless,https://verafiles.org/wp-content/uploads/2023/10/100423-FALSE-Robin-BBM-ugok_TAG.jpg,Sen. Robin Padilla did not call the president stupid. But he did throw the insult against his critics after his remark on the West Philippine Sea.,FALSE,“SEN.ROBIN ISA PALANG SPY NG CHINA!|SEN.ROBIN SINABING ÛGÒK UMANO SI PBBM AT WALANG SILBÎ!(Senator Robin is apparently a spy of China! Senator Robin called [Marcos] stupid and useless!)”,,,,,,,,,,,,
VERA FILES FACT CHECK: NO PH-South Korea alliance against China,2023-10-03T09:37:44+00:00,https://verafiles.org/articles/vera-files-fact-check-no-ph-south-korea-alliance-against-china,https://verafiles.org/wp-content/uploads/2023/10/092723-FALSE-PH-SoKor-alliance_WEB_TAG_2-1.jpg,A Facebook video claimed that the Philippines and South Korea have entered into an alliance to oppose China. This is false.,FALSE,“ITO NA PINAS AT SOUTH KOREA SANIB PWERSA NA! PARA PIGILAN ANG PANANAKOP NG CHINA. (Here it is! Philippines and South Korea have joined forces to stop China’s invasion).” ,,,,,,,,,,,,
VERA FILES FACT CHECK: Circulating video of Taal Volcano eruption NOT taken in 2023,2023-10-03T08:33:31+00:00,https://verafiles.org/articles/vera-files-fact-check-circulating-video-of-taal-volcano-eruption-not-taken-in-2023,https://verafiles.org/wp-content/uploads/2023/10/062923-FALSE-Another-Taal-clip_SHORTIE_TAG-DRAFT.jpg,"Facebook netizens resurfaced an old clip of Taal Volcano spewing plumes, claiming it happened last month. Not true. The clip was from the volcano’s eruption in March 2022. ",FALSE,“Taal Volcano. Ingat po tayo (Let us be careful). #reelsvideo2023 #viralreels #fbyシ#facebookreels” ,,,,,,,,,,,,
VERA FILES FACT CHECK: Typhoon Jenny NOT twice as strong as Yolanda,2023-10-03T07:47:19+00:00,https://verafiles.org/articles/vera-files-fact-check-typhoon-jenny-not-twice-as-strong-as-yolanda,https://verafiles.org/wp-content/uploads/2023/10/100223-FALSE-Typhoon-Jenny-Strength_WEB_TAG_2.jpg,A verified YouTube channel is claiming that Typhoon Jenny is twice as powerful as Super Typhoon Yolanda. This claim is false.,FALSE,"“BAGYONG “JENNY” DOBLE NA ANG LAKAS SA YOLANDA ((Typhoon Jenny, now twice as powerful as Yolanda) | LATEST WEATHER UPDATE! OCT 1, 2023.” ",“DOBLE SA YOLANDA. BAGYONG JENNY SIGNAL NUMBER 4 NA NAKAKATAKOT! (Double that of Yolanda. Typhoon Jenny is now in signal number 4. Scary!),"“BAGYONG “JENNY” BUMABA NG DIREKSYON! SA LUZON NA TATAMA (Typhoon Jenny has changed direction downwards! Will now hit Luzon) | LATEST WEATHER UPDATE! OCT 2, 2023.",,,,,,,,,,
VERA FILES FACT CHECK: NO U.S bomber plane over Chinese airspace,2023-09-30T06:37:09+00:00,https://verafiles.org/articles/vera-files-fact-check-no-u-s-bomber-plane-over-chinese-airspace,https://verafiles.org/wp-content/uploads/2023/09/092723-FALSE-B-52-over-China_SHORTIE-FIL.jpg,"A two-month old YouTube video claimed that the US, in a show of force, flew a nuclear bomber plane over Chinese airspace. This is not true. ",FALSE,"“Sa isang nakakamanghang pagpapakita ng lakas militar, ipinadala ng Estados Unidos ang kanyang mabigat na long range na B-52 bomber sa airspace ng China (In a spectacular show of military power, the United States deployed its heavy long-range B-25 bomber into Chinese airspace).”",,,,,,,,,,,,
VERA FILES FACT CHECK: NO death penalty imposed on employer of domestic worker,2023-09-29T08:52:40+00:00,https://verafiles.org/articles/vera-files-fact-check-no-death-penalty-imposed-on-employer-of-domestic-worker,https://verafiles.org/wp-content/uploads/2023/09/092723-FALSE-France-Ruiz-bitay_TAG_REV2.jpg,"A video on YouTube is falsely claiming that President Ferdinand Marcos and the Senate sentenced France Ruiz, employer of Elvie Vergara, to death by hanging.",FALSE,“KAKAPASOK LANG Bagong utos PBBM at SENADO B-tay ang hatul kay France Ruiz Hinatulan ng Taong Bayan!(Just in. New order from [Marcos] and the Senate. France Ruiz was sentenced to death by hanging. Condemned by the public!)” ,,,,,,,,,,,,
VERA FILES FACT CHECK: OLD video of Taal Volcano eruption resurfaces amid 2023 unrest,2023-09-29T08:20:31+00:00,https://verafiles.org/articles/vera-files-fact-check-old-video-of-taal-volcano-eruption-resurfaces-amid-2023-unrest,https://verafiles.org/wp-content/uploads/2023/09/092523-FALSE-Taal-volcano-vog_SHORTIE-FIL-REV1.jpg,"Netizens recently shared a video of Taal Volcano’s eruption from 2020, according to Phivolcs.",FALSE,"“As of Today Sept. 21 ito na po ang itsura ng bulkan keep safe po sa mga malalapit na area (As of today, Sept. 21, this is what the volcano looks like. To those who are near the area, keep safe), read the caption of a video uploaded that day by a TikTok user. ",,,,,,,,,,,,
VERA FILES FACT CHECK: NO Marcos order to jail Hontiveros over PhilHealth mess,2023-09-27T02:59:01+00:00,https://verafiles.org/articles/vera-files-fact-check-no-marcos-order-to-jail-hontiveros-over-philhealth-mess,https://verafiles.org/wp-content/uploads/2023/09/092223-FALSE-Hontiveros-jailed-Philhealth_WEB_TAG_2.jpg,A YouTube video claimed that President Ferdinand Marcos Jr. had ordered for Sen. Risa Hontiveros to be put in jail because of an already debunked claim that the senator pocketed funds from the Philippine Health Insurance Corp. (PhilHealth). This is not true.,FALSE,"“Just now : Expose na! Walang Kawala si Hontiveros sa Philhealth di-makapaniwala sa Utos ni PRES BBM (Already exposed! Hontiveros cannot escape PhilHealth, she can’t believe the order from President Bongbong Marcos).” ",,,,,,,,,,,,
VERA FILES FACT CHECK: Destroyed buildings in compilation video DO NOT show Morocco quake damage,2023-09-27T02:45:36+00:00,https://verafiles.org/articles/vera-files-fact-check-destroyed-buildings-in-compilation-video-do-not-show-morocco-quake-damage,https://verafiles.org/wp-content/uploads/2023/09/091823-FALSE-Morocco-quake-compilation_SHORTIE_TAG-DRAFT1.jpg,A Facebook user uploaded old clips of Israeli air strikes in Gaza and building demolitions in China to falsely claim that they are taken during the 2023 Morocco quake.,FALSE,“Terrifying earthquake in Morocco. God is Good All the Times.” ,,,,,,,,,,,,
"VERA FILES FACT CHECK: Video shows old clip of Turkey flood, NOT Libya",2023-09-22T09:50:33+00:00,https://verafiles.org/articles/vera-files-fact-check-video-shows-old-clip-of-turkey-flood-not-libya,https://verafiles.org/wp-content/uploads/2023/09/092023-FALSE-Libya-flood_TAG_REV.jpg,A Facebook video is claiming to show footage of recent catastrophic floods in Libya. The short clip was taken in Turkey.,FALSE,“Flash flood in Libya watch until the end to see the damage”.,,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos did NOT retrieve so-called family wealth in Singapore,2023-09-22T09:18:47+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-did-not-retrieve-so-called-family-wealth-in-singapore,https://verafiles.org/wp-content/uploads/2023/09/092023-FALSE-Marcos-account-SG_WEB_TAG_2.jpg,A YouTube video falsely claimed that President Bongbong Marcos recovered his family’s bank account in Singapore. Not true. The president’s official visit this month had nothing to do with reclaiming their purported bank deposits.,FALSE,“NAKU PO NAGKAGULO NA SA SINGAPORE PBBM NAKUHA NA ANG MARCOS ACCOUNT? (Oh my it was mayhem in Singapore. President Bongbong Marcos had retrieved the Marcos account?)”,,,,,,,,,,,,
VERA FILES FACT CHECK: Mocha Uson did NOT call Sara Duterte stupid,2023-09-22T08:39:00+00:00,https://verafiles.org/articles/vera-files-fact-check-mocha-uson-did-not-call-sara-duterte-stupid,https://verafiles.org/wp-content/uploads/2023/09/092123-FALSE-Uson-curses-Sara_SHORTIE-FIL.jpg,Netizens on FB and X falsely claimed that Mocha Uson called VP Sara Duterte stupid.,FALSE,"“Sa madaling salita, Leni, makinig ka: bobo ka! Isama mo na lahat ng mga staff mo diyan sa Office of the Vice President, p******a kayo, lahat kayo bobo (In other words, Leni [Robredo], listen: you’re stupid! Including all of your staff members at the Office of the Vice President, you’re sons of b****s, you’re all stupid). ” ",,,,,,,,,,,,
VERA FILES FACT CHECK: NO Marcos gold in Philippines-Australia meeting agenda,2023-09-21T06:44:39+00:00,https://verafiles.org/articles/vera-files-fact-check-no-marcos-gold-in-philippines-australia-meeting-agenda,https://verafiles.org/wp-content/uploads/2023/09/091123-FALSE-BBM-gold-Australia_WEB_TAG_F2.jpg,"On the day President Bongbong Marcos met with Australian Prime Minister Anthony Albanese in Malacañang, a YouTube video implied that their meeting had something to do with retrieving the Marcos family’s purported gold being kept in Australia. Not true.",FALSE,“OMG MARCOS ACCOUNT SA AUSTRALIA HETO NA! NAKU PO LIDER NG AUSTRALIA LUMAPIT NA KAY PBBM (Oh my god! The Marcos account in Australia is finally here! Oh my the leader of Australia has approached President Bongbong Marcos).”,,,,,,,,,,,,
VERA FILES FACT CHECK: Video of collapsed building NOT from 2023 Morocco quake,2023-09-14T19:02:12+00:00,https://verafiles.org/articles/vera-files-fact-check-video-of-collapsed-building-not-from-2023-morocco-quake,https://verafiles.org/wp-content/uploads/2023/09/091323-FALSE-Morocco-quake-clip_SHORTIE_TAG-DRAFT.jpg,A video of a building supposedly destroyed by the 6.8 magnitude earthquake that recently jolted Morocco is circulating among Filipino netizens. The video was taken in 2020.,FALSE,“PRAY FOR MOROCCO. A strong #earthquake hits Morocco today with 6.8 magnitude leaving several casualties and damages. #prayformorocco #prayer.”,,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos does NOT have tons of gold in Indonesia,2023-09-14T03:19:10+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-does-not-have-tons-of-gold-in-indonesia,https://verafiles.org/wp-content/uploads/2023/09/090623-Marcos-gold-Indonesia_WEB_TAG.jpg,"Two YouTube videos falsely claimed that President Bongbong Marcos has once again withdrawn his family’s unproven million metric tons of gold reserves, this time in Indonesia. These are clickbait to unrelated videos. ",FALSE,“ANG NAKAKAGIMBAL NA MARCOS ACCOUNT SA INDONESIA HETO NA! MGA ASEAN LEADERS NAGLALAPITAN NA KAY PBBM (The shocking Marcos account in Indonesia is finally here! ASEAN leaders are coming to President Bongbong Marcos).”,“BUONG MUNDO NAALARMA. MARCOS ACCOUNT SA INDONESIA HETO NA! OMG ASEAN LEADERS NAGLALAPITAN NA KAY BBM DAHIL SA MARCOS GOLD (The whole world was alarmed. The Marcos account in Indonesia is here! Oh my god ASEAN leaders are coming to President Bongbong Marcos because of the Marcos gold)?”,“NAKAKATINDIG BALAHIBO MARCOS ACCOUNT SA INTERNATIONAL CENTRAL BANK OF INDONESIA PBBM GAGAMITIN NA!? (Goosebumps. Marcos account at the International Central Bank of Indonesia. President Bongbong Marcos will use it now!?)”,"“Tone–tonelada ang sinasabi nila, hanggang ngayon hindi pa nila mahanap. Hindi nila mahanap because it doesn’t exist ([We have] tons of gold, they say, yet it hasn’t been found up to now. They can’t find it because it doesn’t exist.” Source: One News PH YouTube channel, “Bongbong Marcos on mythical Tallano gold: ‘Hindi nila mahanap because it doesn’t exist,” March 15, 2022",,,,,,,,,
VERA FILES FACT CHECK: Chinese 10-dash line map does NOT cover entire PH ,2023-09-12T08:20:06+00:00,https://verafiles.org/articles/vera-files-fact-check-chinese-10-dash-line-map-does-not-cover-entire-ph,https://verafiles.org/wp-content/uploads/2023/09/090423-FALSE-PH-dash-line_WEB_TAG.jpg,Two YouTube videos falsely claimed that the new 10-dash line map of China has included the entire Philippines as part of its territory. This is not true. The new map covered only parts of the country’s maritime zones.,FALSE,“KAKAPASOK LANG! CHINA BINAGO ANG MAPA NG MUNDO! PILIPINAS PAG MAMAYARI NADAW NG CHINA! PBBM NAALARMA! (Just in! China changed the world map. The Philippines is now owned by China! President Bongbong Marcos was alarmed!)” ,"“Kung dati ay nine-dash line lang ang sinasakop ng China ngayon ay naging 10-dash line na kung saan sinasakop na rin nila ang karagatan ng buong India. (Before, China only claimed the nine-dash line but it has now become a 10-dash line covering the entire Indian ocean.)”",,,,,,,,,,,
"VERA FILES FACT CHECK: NO Marcos, Duterte order to close UP Diliman",2023-09-12T01:24:29+00:00,https://verafiles.org/articles/vera-files-fact-check-no-marcos-duterte-order-to-close-up-diliman,https://verafiles.org/wp-content/uploads/2023/09/090423-FALSE-UP-Diliman-closed_WEB_TAG.jpg,"A week before UP Diliman opened classes, two YouTube videos falsely claimed that President Bongbong Marcos and Vice President Sara Duterte had shut down the university.",FALSE,"“SARADO NA UP-DlLlMAN, Grabe ang UTOS ni PBBM at VPSARA, mga UP STUDENTS, Nag-alsa BALUTAN na.. (UP Diliman is closed down! What a harsh order from PBBM and VP Sara. UP students packed their belongings)!!”",“TAGUMPAY! SARADO NA! MGA UP STUDENTS NAG-ALSABALUTAN NA (Success! Now closed! UP students packed their belongings)!”,,,,,,,,,,,
